
>>> [1/63] GetFair | dynahate | seed=42
>>> Command: python3 src_script/train/train_baseline_getfair.py --dataset dynahate --seed 42 --lambda_gf 0.5 --epochs 6 --patience 3 --batch_size 16 --grad_accum 2 --lr 2e-5 --max_len 128
>>> Start: Sun Mar 15 05:49:47 CST 2026
/root/miniconda/lib/python3.8/site-packages/torchvision/datapoints/__init__.py:12: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
/root/miniconda/lib/python3.8/site-packages/torchvision/transforms/v2/__init__.py:54: UserWarning: The torchvision.datapoints and torchvision.transforms.v2 namespaces are still Beta. While we do not expect major breaking changes, some APIs may still change according to user feedback. Please submit any feedback you may have in this issue: https://github.com/pytorch/vision/issues/6753, and you can also check out https://github.com/pytorch/vision/issues/7319 to learn more about the APIs that we suspect might involve future changes. You can silence this warning by calling torchvision.disable_beta_transforms_warning().
  warnings.warn(_BETA_TRANSFORMS_WARNING)
[Hardware] TF32 acceleration enabled for Ampere+ GPUs.
[Experiment] GetFair_dynahate_seed42_0315_0549
[Data] Train: 8844 | Val: 1091 | Test: 1111
[Model] GetFair | lambda_gf=0.5

Epoch 1/6

[Train]:   0%|          | 0/553 [00:00<?, ?it/s]
[Train]:  77%|███████▋  | 427/553 [01:34<00:28,  4.45it/s, ce=0.4490, gf=0.0019, loss=0.4500]
[Train]:  77%|███████▋  | 428/553 [01:34<00:28,  4.35it/s, ce=0.4490, gf=0.0019, loss=0.4500]
[Train]:  77%|███████▋  | 428/553 [01:35<00:28,  4.35it/s, ce=0.4485, gf=0.0020, loss=0.4495]
[Train]:  78%|███████▊  | 429/553 [01:35<00:27,  4.46it/s, ce=0.4485, gf=0.0020, loss=0.4495]
[Train]:  78%|███████▊  | 429/553 [01:35<00:27,  4.46it/s, ce=0.4483, gf=0.0020, loss=0.4492]
[Train]:  78%|███████▊  | 430/553 [01:35<00:27,  4.42it/s, ce=0.4483, gf=0.0020, loss=0.4492]
[Train]:  78%|███████▊  | 430/553 [01:35<00:27,  4.42it/s, ce=0.4477, gf=0.0020, loss=0.4487]
[Train]:  78%|███████▊  | 431/553 [01:35<00:27,  4.51it/s, ce=0.4477, gf=0.0020, loss=0.4487]
[Train]:  78%|███████▊  | 431/553 [01:35<00:27,  4.51it/s, ce=0.4475, gf=0.0020, loss=0.4485]
[Train]:  78%|███████▊  | 432/553 [01:35<00:27,  4.44it/s, ce=0.4475, gf=0.0020, loss=0.4485]
[Train]:  78%|███████▊  | 432/553 [01:36<00:27,  4.44it/s, ce=0.4468, gf=0.0020, loss=0.4478]
[Train]:  78%|███████▊  | 433/553 [01:36<00:26,  4.55it/s, ce=0.4468, gf=0.0020, loss=0.4478]
[Train]:  78%|███████▊  | 433/553 [01:36<00:26,  4.55it/s, ce=0.4469, gf=0.0020, loss=0.4479]
[Train]:  78%|███████▊  | 434/553 [01:36<00:26,  4.47it/s, ce=0.4469, gf=0.0020, loss=0.4479]
[Train]:  78%|███████▊  | 434/553 [01:36<00:26,  4.47it/s, ce=0.4460, gf=0.0020, loss=0.4470]
[Train]:  79%|███████▊  | 435/553 [01:36<00:25,  4.56it/s, ce=0.4460, gf=0.0020, loss=0.4470]
[Train]:  79%|███████▊  | 435/553 [01:36<00:25,  4.56it/s, ce=0.4458, gf=0.0020, loss=0.4468]
[Train]:  79%|███████▉  | 436/553 [01:36<00:26,  4.44it/s, ce=0.4458, gf=0.0020, loss=0.4468]
[Train]:  79%|███████▉  | 436/553 [01:36<00:26,  4.44it/s, ce=0.4459, gf=0.0020, loss=0.4469]
[Train]:  79%|███████▉  | 437/553 [01:36<00:25,  4.55it/s, ce=0.4459, gf=0.0020, loss=0.4469]
[Train]:  79%|███████▉  | 437/553 [01:37<00:25,  4.55it/s, ce=0.4463, gf=0.0019, loss=0.4473]
[Train]:  79%|███████▉  | 438/553 [01:37<00:25,  4.47it/s, ce=0.4463, gf=0.0019, loss=0.4473]
[Train]:  79%|███████▉  | 438/553 [01:37<00:25,  4.47it/s, ce=0.4459, gf=0.0020, loss=0.4469]
[Train]:  79%|███████▉  | 439/553 [01:37<00:24,  4.57it/s, ce=0.4459, gf=0.0020, loss=0.4469]
[Train]:  79%|███████▉  | 439/553 [01:37<00:24,  4.57it/s, ce=0.4451, gf=0.0020, loss=0.4461]
[Train]:  80%|███████▉  | 440/553 [01:37<00:25,  4.45it/s, ce=0.4451, gf=0.0020, loss=0.4461]
[Train]:  80%|███████▉  | 440/553 [01:37<00:25,  4.45it/s, ce=0.4444, gf=0.0020, loss=0.4453]
[Train]:  80%|███████▉  | 441/553 [01:37<00:24,  4.56it/s, ce=0.4444, gf=0.0020, loss=0.4453]
[Train]:  80%|███████▉  | 441/553 [01:38<00:24,  4.56it/s, ce=0.4440, gf=0.0020, loss=0.4449]
[Train]:  80%|███████▉  | 442/553 [01:38<00:24,  4.49it/s, ce=0.4440, gf=0.0020, loss=0.4449]
[Train]:  80%|███████▉  | 442/553 [01:38<00:24,  4.49it/s, ce=0.4434, gf=0.0020, loss=0.4444]
[Train]:  80%|████████  | 443/553 [01:38<00:23,  4.60it/s, ce=0.4434, gf=0.0020, loss=0.4444]
[Train]:  80%|████████  | 443/553 [01:38<00:23,  4.60it/s, ce=0.4434, gf=0.0020, loss=0.4444]
[Train]:  80%|████████  | 444/553 [01:38<00:24,  4.51it/s, ce=0.4434, gf=0.0020, loss=0.4444]
[Train]:  80%|████████  | 444/553 [01:38<00:24,  4.51it/s, ce=0.4427, gf=0.0020, loss=0.4437]
[Train]:  80%|████████  | 445/553 [01:38<00:23,  4.59it/s, ce=0.4427, gf=0.0020, loss=0.4437]
[Train]:  80%|████████  | 445/553 [01:38<00:23,  4.59it/s, ce=0.4417, gf=0.0020, loss=0.4427]
[Train]:  81%|████████  | 446/553 [01:38<00:23,  4.49it/s, ce=0.4417, gf=0.0020, loss=0.4427]
[Train]:  81%|████████  | 446/553 [01:39<00:23,  4.49it/s, ce=0.4409, gf=0.0020, loss=0.4419]
[Train]:  81%|████████  | 447/553 [01:39<00:23,  4.57it/s, ce=0.4409, gf=0.0020, loss=0.4419]
[Train]:  81%|████████  | 447/553 [01:39<00:23,  4.57it/s, ce=0.4401, gf=0.0020, loss=0.4411]
[Train]:  81%|████████  | 448/553 [01:39<00:23,  4.46it/s, ce=0.4401, gf=0.0020, loss=0.4411]
[Train]:  81%|████████  | 448/553 [01:39<00:23,  4.46it/s, ce=0.4398, gf=0.0020, loss=0.4408]
[Train]:  81%|████████  | 449/553 [01:39<00:22,  4.56it/s, ce=0.4398, gf=0.0020, loss=0.4408]
[Train]:  81%|████████  | 449/553 [01:39<00:22,  4.56it/s, ce=0.4391, gf=0.0021, loss=0.4402]
[Train]:  81%|████████▏ | 450/553 [01:39<00:23,  4.47it/s, ce=0.4391, gf=0.0021, loss=0.4402]
[Train]:  81%|████████▏ | 450/553 [01:40<00:23,  4.47it/s, ce=0.4382, gf=0.0020, loss=0.4393]
[Train]:  82%|████████▏ | 451/553 [01:40<00:22,  4.56it/s, ce=0.4382, gf=0.0020, loss=0.4393]
[Train]:  82%|████████▏ | 451/553 [01:40<00:22,  4.56it/s, ce=0.4379, gf=0.0020, loss=0.4389]
[Train]:  82%|████████▏ | 452/553 [01:40<00:22,  4.46it/s, ce=0.4379, gf=0.0020, loss=0.4389]
[Train]:  82%|████████▏ | 452/553 [01:40<00:22,  4.46it/s, ce=0.4370, gf=0.0020, loss=0.4380]
[Train]:  82%|████████▏ | 453/553 [01:40<00:22,  4.50it/s, ce=0.4370, gf=0.0020, loss=0.4380]
[Train]:  82%|████████▏ | 453/553 [01:40<00:22,  4.50it/s, ce=0.4362, gf=0.0020, loss=0.4372]
[Train]:  82%|████████▏ | 454/553 [01:40<00:22,  4.44it/s, ce=0.4362, gf=0.0020, loss=0.4372]
[Train]:  82%|████████▏ | 454/553 [01:40<00:22,  4.44it/s, ce=0.4354, gf=0.0021, loss=0.4364]
[Train]:  82%|████████▏ | 455/553 [01:40<00:21,  4.54it/s, ce=0.4354, gf=0.0021, loss=0.4364]
[Train]:  82%|████████▏ | 455/553 [01:41<00:21,  4.54it/s, ce=0.4352, gf=0.0021, loss=0.4362]
[Train]:  82%|████████▏ | 456/553 [01:41<00:21,  4.46it/s, ce=0.4352, gf=0.0021, loss=0.4362]
[Train]:  82%|████████▏ | 456/553 [01:41<00:21,  4.46it/s, ce=0.4347, gf=0.0021, loss=0.4357]
[Train]:  83%|████████▎ | 457/553 [01:41<00:21,  4.50it/s, ce=0.4347, gf=0.0021, loss=0.4357]
[Train]:  83%|████████▎ | 457/553 [01:41<00:21,  4.50it/s, ce=0.4339, gf=0.0021, loss=0.4350]
[Train]:  83%|████████▎ | 458/553 [01:41<00:21,  4.43it/s, ce=0.4339, gf=0.0021, loss=0.4350]
[Train]:  83%|████████▎ | 458/553 [01:41<00:21,  4.43it/s, ce=0.4331, gf=0.0021, loss=0.4341]
[Train]:  83%|████████▎ | 459/553 [01:41<00:20,  4.54it/s, ce=0.4331, gf=0.0021, loss=0.4341]
[Train]:  83%|████████▎ | 459/553 [01:42<00:20,  4.54it/s, ce=0.4323, gf=0.0021, loss=0.4334]
[Train]:  83%|████████▎ | 460/553 [01:42<00:20,  4.46it/s, ce=0.4323, gf=0.0021, loss=0.4334]
[Train]:  83%|████████▎ | 460/553 [01:42<00:20,  4.46it/s, ce=0.4319, gf=0.0021, loss=0.4330]
[Train]:  83%|████████▎ | 461/553 [01:42<00:20,  4.55it/s, ce=0.4319, gf=0.0021, loss=0.4330]
[Train]:  83%|████████▎ | 461/553 [01:42<00:20,  4.55it/s, ce=0.4315, gf=0.0021, loss=0.4326]
[Train]:  84%|████████▎ | 462/553 [01:42<00:20,  4.47it/s, ce=0.4315, gf=0.0021, loss=0.4326]
[Train]:  84%|████████▎ | 462/553 [01:42<00:20,  4.47it/s, ce=0.4317, gf=0.0021, loss=0.4328]
[Train]:  84%|████████▎ | 463/553 [01:42<00:19,  4.58it/s, ce=0.4317, gf=0.0021, loss=0.4328]
[Train]:  84%|████████▎ | 463/553 [01:42<00:19,  4.58it/s, ce=0.4311, gf=0.0021, loss=0.4322]
[Train]:  84%|████████▍ | 464/553 [01:42<00:19,  4.49it/s, ce=0.4311, gf=0.0021, loss=0.4322]
[Train]:  84%|████████▍ | 464/553 [01:43<00:19,  4.49it/s, ce=0.4309, gf=0.0021, loss=0.4319]
[Train]:  84%|████████▍ | 465/553 [01:43<00:19,  4.57it/s, ce=0.4309, gf=0.0021, loss=0.4319]
[Train]:  84%|████████▍ | 465/553 [01:43<00:19,  4.57it/s, ce=0.4301, gf=0.0021, loss=0.4312]
[Train]:  84%|████████▍ | 466/553 [01:43<00:19,  4.47it/s, ce=0.4301, gf=0.0021, loss=0.4312]
[Train]:  84%|████████▍ | 466/553 [01:43<00:19,  4.47it/s, ce=0.4295, gf=0.0021, loss=0.4305]
[Train]:  84%|████████▍ | 467/553 [01:43<00:18,  4.57it/s, ce=0.4295, gf=0.0021, loss=0.4305]
[Train]:  84%|████████▍ | 467/553 [01:43<00:18,  4.57it/s, ce=0.4287, gf=0.0021, loss=0.4298]
[Train]:  85%|████████▍ | 468/553 [01:43<00:18,  4.50it/s, ce=0.4287, gf=0.0021, loss=0.4298]
[Train]:  85%|████████▍ | 468/553 [01:44<00:18,  4.50it/s, ce=0.4280, gf=0.0021, loss=0.4291]
[Train]:  85%|████████▍ | 469/553 [01:44<00:18,  4.59it/s, ce=0.4280, gf=0.0021, loss=0.4291]
[Train]:  85%|████████▍ | 469/553 [01:44<00:18,  4.59it/s, ce=0.4273, gf=0.0021, loss=0.4284]
[Train]:  85%|████████▍ | 470/553 [01:44<00:18,  4.43it/s, ce=0.4273, gf=0.0021, loss=0.4284]
[Train]:  85%|████████▍ | 470/553 [01:44<00:18,  4.43it/s, ce=0.4266, gf=0.0021, loss=0.4276]
[Train]:  85%|████████▌ | 471/553 [01:44<00:18,  4.53it/s, ce=0.4266, gf=0.0021, loss=0.4276]
[Train]:  85%|████████▌ | 471/553 [01:44<00:18,  4.53it/s, ce=0.4258, gf=0.0021, loss=0.4269]
[Train]:  85%|████████▌ | 472/553 [01:44<00:18,  4.46it/s, ce=0.4258, gf=0.0021, loss=0.4269]
[Train]:  85%|████████▌ | 472/553 [01:44<00:18,  4.46it/s, ce=0.4256, gf=0.0022, loss=0.4267]
[Train]:  86%|████████▌ | 473/553 [01:44<00:17,  4.56it/s, ce=0.4256, gf=0.0022, loss=0.4267]
[Train]:  86%|████████▌ | 473/553 [01:45<00:17,  4.56it/s, ce=0.4253, gf=0.0022, loss=0.4264]
[Train]:  86%|████████▌ | 474/553 [01:45<00:17,  4.45it/s, ce=0.4253, gf=0.0022, loss=0.4264]
[Train]:  86%|████████▌ | 474/553 [01:45<00:17,  4.45it/s, ce=0.4245, gf=0.0022, loss=0.4256]
[Train]:  86%|████████▌ | 475/553 [01:45<00:17,  4.56it/s, ce=0.4245, gf=0.0022, loss=0.4256]
[Train]:  86%|████████▌ | 475/553 [01:45<00:17,  4.56it/s, ce=0.4238, gf=0.0022, loss=0.4249]
[Train]:  86%|████████▌ | 476/553 [01:45<00:17,  4.47it/s, ce=0.4238, gf=0.0022, loss=0.4249]
[Train]:  86%|████████▌ | 476/553 [01:45<00:17,  4.47it/s, ce=0.4230, gf=0.0022, loss=0.4241]
[Train]:  86%|████████▋ | 477/553 [01:45<00:16,  4.57it/s, ce=0.4230, gf=0.0022, loss=0.4241]
[Train]:  86%|████████▋ | 477/553 [01:46<00:16,  4.57it/s, ce=0.4224, gf=0.0022, loss=0.4235]
[Train]:  86%|████████▋ | 478/553 [01:46<00:16,  4.49it/s, ce=0.4224, gf=0.0022, loss=0.4235]
[Train]:  86%|████████▋ | 478/553 [01:46<00:16,  4.49it/s, ce=0.4215, gf=0.0022, loss=0.4226]
[Train]:  87%|████████▋ | 479/553 [01:46<00:16,  4.59it/s, ce=0.4215, gf=0.0022, loss=0.4226]
[Train]:  87%|████████▋ | 479/553 [01:46<00:16,  4.59it/s, ce=0.4215, gf=0.0022, loss=0.4226]
[Train]:  87%|████████▋ | 480/553 [01:46<00:16,  4.51it/s, ce=0.4215, gf=0.0022, loss=0.4226]
[Train]:  87%|████████▋ | 480/553 [01:46<00:16,  4.51it/s, ce=0.4211, gf=0.0022, loss=0.4222]
[Train]:  87%|████████▋ | 481/553 [01:46<00:15,  4.62it/s, ce=0.4211, gf=0.0022, loss=0.4222]
[Train]:  87%|████████▋ | 481/553 [01:46<00:15,  4.62it/s, ce=0.4204, gf=0.0022, loss=0.4215]
[Train]:  87%|████████▋ | 482/553 [01:46<00:16,  4.39it/s, ce=0.4204, gf=0.0022, loss=0.4215]
[Train]:  87%|████████▋ | 482/553 [01:47<00:16,  4.39it/s, ce=0.4196, gf=0.0022, loss=0.4207]
[Train]:  87%|████████▋ | 483/553 [01:47<00:15,  4.49it/s, ce=0.4196, gf=0.0022, loss=0.4207]
[Train]:  87%|████████▋ | 483/553 [01:47<00:15,  4.49it/s, ce=0.4190, gf=0.0022, loss=0.4201]
[Train]:  88%|████████▊ | 484/553 [01:47<00:15,  4.42it/s, ce=0.4190, gf=0.0022, loss=0.4201]
[Train]:  88%|████████▊ | 484/553 [01:47<00:15,  4.42it/s, ce=0.4182, gf=0.0022, loss=0.4193]
[Train]:  88%|████████▊ | 485/553 [01:47<00:14,  4.54it/s, ce=0.4182, gf=0.0022, loss=0.4193]
[Train]:  88%|████████▊ | 485/553 [01:47<00:14,  4.54it/s, ce=0.4175, gf=0.0022, loss=0.4185]
[Train]:  88%|████████▊ | 486/553 [01:47<00:15,  4.46it/s, ce=0.4175, gf=0.0022, loss=0.4185]
[Train]:  88%|████████▊ | 486/553 [01:48<00:15,  4.46it/s, ce=0.4167, gf=0.0022, loss=0.4177]
[Train]:  88%|████████▊ | 487/553 [01:48<00:14,  4.54it/s, ce=0.4167, gf=0.0022, loss=0.4177]
[Train]:  88%|████████▊ | 487/553 [01:48<00:14,  4.54it/s, ce=0.4159, gf=0.0022, loss=0.4169]
[Train]:  88%|████████▊ | 488/553 [01:48<00:14,  4.46it/s, ce=0.4159, gf=0.0022, loss=0.4169]
[Train]:  88%|████████▊ | 488/553 [01:48<00:14,  4.46it/s, ce=0.4153, gf=0.0022, loss=0.4163]
[Train]:  88%|████████▊ | 489/553 [01:48<00:14,  4.57it/s, ce=0.4153, gf=0.0022, loss=0.4163]
[Train]:  88%|████████▊ | 489/553 [01:48<00:14,  4.57it/s, ce=0.4148, gf=0.0022, loss=0.4159]
[Train]:  89%|████████▊ | 490/553 [01:48<00:14,  4.49it/s, ce=0.4148, gf=0.0022, loss=0.4159]
[Train]:  89%|████████▊ | 490/553 [01:48<00:14,  4.49it/s, ce=0.4150, gf=0.0022, loss=0.4161]
[Train]:  89%|████████▉ | 491/553 [01:48<00:13,  4.58it/s, ce=0.4150, gf=0.0022, loss=0.4161]
[Train]:  89%|████████▉ | 491/553 [01:49<00:13,  4.58it/s, ce=0.4143, gf=0.0022, loss=0.4154]
[Train]:  89%|████████▉ | 492/553 [01:49<00:13,  4.50it/s, ce=0.4143, gf=0.0022, loss=0.4154]
[Train]:  89%|████████▉ | 492/553 [01:49<00:13,  4.50it/s, ce=0.4136, gf=0.0022, loss=0.4147]
[Train]:  89%|████████▉ | 493/553 [01:49<00:13,  4.61it/s, ce=0.4136, gf=0.0022, loss=0.4147]
[Train]:  89%|████████▉ | 493/553 [01:49<00:13,  4.61it/s, ce=0.4128, gf=0.0022, loss=0.4139]
[Train]:  89%|████████▉ | 494/553 [01:49<00:13,  4.52it/s, ce=0.4128, gf=0.0022, loss=0.4139]
[Train]:  89%|████████▉ | 494/553 [01:49<00:13,  4.52it/s, ce=0.4120, gf=0.0022, loss=0.4131]
[Train]:  90%|████████▉ | 495/553 [01:49<00:12,  4.61it/s, ce=0.4120, gf=0.0022, loss=0.4131]
[Train]:  90%|████████▉ | 495/553 [01:49<00:12,  4.61it/s, ce=0.4113, gf=0.0022, loss=0.4124]
[Train]:  90%|████████▉ | 496/553 [01:50<00:12,  4.53it/s, ce=0.4113, gf=0.0022, loss=0.4124]
[Train]:  90%|████████▉ | 496/553 [01:50<00:12,  4.53it/s, ce=0.4116, gf=0.0022, loss=0.4127]
[Train]:  90%|████████▉ | 497/553 [01:50<00:12,  4.56it/s, ce=0.4116, gf=0.0022, loss=0.4127]
[Train]:  90%|████████▉ | 497/553 [01:50<00:12,  4.56it/s, ce=0.4108, gf=0.0022, loss=0.4119]
[Train]:  90%|█████████ | 498/553 [01:50<00:12,  4.46it/s, ce=0.4108, gf=0.0022, loss=0.4119]
[Train]:  90%|█████████ | 498/553 [01:50<00:12,  4.46it/s, ce=0.4109, gf=0.0022, loss=0.4120]
[Train]:  90%|█████████ | 499/553 [01:50<00:11,  4.55it/s, ce=0.4109, gf=0.0022, loss=0.4120]
[Train]:  90%|█████████ | 499/553 [01:50<00:11,  4.55it/s, ce=0.4109, gf=0.0022, loss=0.4120]
[Train]:  90%|█████████ | 500/553 [01:50<00:11,  4.47it/s, ce=0.4109, gf=0.0022, loss=0.4120]
[Train]:  90%|█████████ | 500/553 [01:51<00:11,  4.47it/s, ce=0.4103, gf=0.0022, loss=0.4114]
[Train]:  91%|█████████ | 501/553 [01:51<00:11,  4.57it/s, ce=0.4103, gf=0.0022, loss=0.4114]
[Train]:  91%|█████████ | 501/553 [01:51<00:11,  4.57it/s, ce=0.4099, gf=0.0022, loss=0.4110]
[Train]:  91%|█████████ | 502/553 [01:51<00:11,  4.49it/s, ce=0.4099, gf=0.0022, loss=0.4110]
[Train]:  91%|█████████ | 502/553 [01:51<00:11,  4.49it/s, ce=0.4092, gf=0.0022, loss=0.4103]
[Train]:  91%|█████████ | 503/553 [01:51<00:10,  4.58it/s, ce=0.4092, gf=0.0022, loss=0.4103]
[Train]:  91%|█████████ | 503/553 [01:51<00:10,  4.58it/s, ce=0.4084, gf=0.0022, loss=0.4095]
[Train]:  91%|█████████ | 504/553 [01:51<00:11,  4.44it/s, ce=0.4084, gf=0.0022, loss=0.4095]
[Train]:  91%|█████████ | 504/553 [01:51<00:11,  4.44it/s, ce=0.4085, gf=0.0022, loss=0.4096]
[Train]:  91%|█████████▏| 505/553 [01:51<00:10,  4.56it/s, ce=0.4085, gf=0.0022, loss=0.4096]
[Train]:  91%|█████████▏| 505/553 [01:52<00:10,  4.56it/s, ce=0.4078, gf=0.0022, loss=0.4089]
[Train]:  92%|█████████▏| 506/553 [01:52<00:10,  4.49it/s, ce=0.4078, gf=0.0022, loss=0.4089]
[Train]:  92%|█████████▏| 506/553 [01:52<00:10,  4.49it/s, ce=0.4070, gf=0.0022, loss=0.4081]
[Train]:  92%|█████████▏| 507/553 [01:52<00:10,  4.58it/s, ce=0.4070, gf=0.0022, loss=0.4081]
[Train]:  92%|█████████▏| 507/553 [01:52<00:10,  4.58it/s, ce=0.4066, gf=0.0022, loss=0.4077]
[Train]:  92%|█████████▏| 508/553 [01:52<00:10,  4.49it/s, ce=0.4066, gf=0.0022, loss=0.4077]
[Train]:  92%|█████████▏| 508/553 [01:52<00:10,  4.49it/s, ce=0.4059, gf=0.0022, loss=0.4070]
[Train]:  92%|█████████▏| 509/553 [01:52<00:09,  4.57it/s, ce=0.4059, gf=0.0022, loss=0.4070]
[Train]:  92%|█████████▏| 509/553 [01:53<00:09,  4.57it/s, ce=0.4051, gf=0.0022, loss=0.4062]
[Train]:  92%|█████████▏| 510/553 [01:53<00:09,  4.48it/s, ce=0.4051, gf=0.0022, loss=0.4062]
[Train]:  92%|█████████▏| 510/553 [01:53<00:09,  4.48it/s, ce=0.4044, gf=0.0022, loss=0.4055]
[Train]:  92%|█████████▏| 511/553 [01:53<00:09,  4.57it/s, ce=0.4044, gf=0.0022, loss=0.4055]
[Train]:  92%|█████████▏| 511/553 [01:53<00:09,  4.57it/s, ce=0.4039, gf=0.0022, loss=0.4050]
[Train]:  93%|█████████▎| 512/553 [01:53<00:09,  4.48it/s, ce=0.4039, gf=0.0022, loss=0.4050]
[Train]:  93%|█████████▎| 512/553 [01:53<00:09,  4.48it/s, ce=0.4037, gf=0.0022, loss=0.4048]
[Train]:  93%|█████████▎| 513/553 [01:53<00:08,  4.58it/s, ce=0.4037, gf=0.0022, loss=0.4048]
[Train]:  93%|█████████▎| 513/553 [01:53<00:08,  4.58it/s, ce=0.4032, gf=0.0022, loss=0.4043]
[Train]:  93%|█████████▎| 514/553 [01:53<00:08,  4.50it/s, ce=0.4032, gf=0.0022, loss=0.4043]
[Train]:  93%|█████████▎| 514/553 [01:54<00:08,  4.50it/s, ce=0.4025, gf=0.0022, loss=0.4036]
[Train]:  93%|█████████▎| 515/553 [01:54<00:08,  4.60it/s, ce=0.4025, gf=0.0022, loss=0.4036]
[Train]:  93%|█████████▎| 515/553 [01:54<00:08,  4.60it/s, ce=0.4021, gf=0.0022, loss=0.4032]
[Train]:  93%|█████████▎| 516/553 [01:54<00:08,  4.51it/s, ce=0.4021, gf=0.0022, loss=0.4032]
[Train]:  93%|█████████▎| 516/553 [01:54<00:08,  4.51it/s, ce=0.4015, gf=0.0022, loss=0.4026]
[Train]:  93%|█████████▎| 517/553 [01:54<00:07,  4.60it/s, ce=0.4015, gf=0.0022, loss=0.4026]
[Train]:  93%|█████████▎| 517/553 [01:54<00:07,  4.60it/s, ce=0.4011, gf=0.0022, loss=0.4022]
[Train]:  94%|█████████▎| 518/553 [01:54<00:07,  4.49it/s, ce=0.4011, gf=0.0022, loss=0.4022]
[Train]:  94%|█████████▎| 518/553 [01:55<00:07,  4.49it/s, ce=0.4005, gf=0.0022, loss=0.4016]
[Train]:  94%|█████████▍| 519/553 [01:55<00:07,  4.58it/s, ce=0.4005, gf=0.0022, loss=0.4016]
[Train]:  94%|█████████▍| 519/553 [01:55<00:07,  4.58it/s, ce=0.4002, gf=0.0022, loss=0.4013]
[Train]:  94%|█████████▍| 520/553 [01:55<00:07,  4.48it/s, ce=0.4002, gf=0.0022, loss=0.4013]
[Train]:  94%|█████████▍| 520/553 [01:55<00:07,  4.48it/s, ce=0.3994, gf=0.0022, loss=0.4005]
[Train]:  94%|█████████▍| 521/553 [01:55<00:07,  4.53it/s, ce=0.3994, gf=0.0022, loss=0.4005]
[Train]:  94%|█████████▍| 521/553 [01:55<00:07,  4.53it/s, ce=0.3992, gf=0.0022, loss=0.4003]
[Train]:  94%|█████████▍| 522/553 [01:55<00:06,  4.45it/s, ce=0.3992, gf=0.0022, loss=0.4003]
[Train]:  94%|█████████▍| 522/553 [01:55<00:06,  4.45it/s, ce=0.3985, gf=0.0022, loss=0.3996]
[Train]:  95%|█████████▍| 523/553 [01:55<00:06,  4.57it/s, ce=0.3985, gf=0.0022, loss=0.3996]
[Train]:  95%|█████████▍| 523/553 [01:56<00:06,  4.57it/s, ce=0.3982, gf=0.0022, loss=0.3993]
[Train]:  95%|█████████▍| 524/553 [01:56<00:06,  4.49it/s, ce=0.3982, gf=0.0022, loss=0.3993]
[Train]:  95%|█████████▍| 524/553 [01:56<00:06,  4.49it/s, ce=0.3977, gf=0.0022, loss=0.3988]
[Train]:  95%|█████████▍| 525/553 [01:56<00:06,  4.56it/s, ce=0.3977, gf=0.0022, loss=0.3988]
[Train]:  95%|█████████▍| 525/553 [01:56<00:06,  4.56it/s, ce=0.3974, gf=0.0022, loss=0.3985]
[Train]:  95%|█████████▌| 526/553 [01:56<00:06,  4.48it/s, ce=0.3974, gf=0.0022, loss=0.3985]
[Train]:  95%|█████████▌| 526/553 [01:56<00:06,  4.48it/s, ce=0.3967, gf=0.0022, loss=0.3978]
[Train]:  95%|█████████▌| 527/553 [01:56<00:05,  4.58it/s, ce=0.3967, gf=0.0022, loss=0.3978]
[Train]:  95%|█████████▌| 527/553 [01:57<00:05,  4.58it/s, ce=0.3961, gf=0.0022, loss=0.3972]
[Train]:  95%|█████████▌| 528/553 [01:57<00:05,  4.48it/s, ce=0.3961, gf=0.0022, loss=0.3972]
[Train]:  95%|█████████▌| 528/553 [01:57<00:05,  4.48it/s, ce=0.3954, gf=0.0022, loss=0.3965]
[Train]:  96%|█████████▌| 529/553 [01:57<00:05,  4.58it/s, ce=0.3954, gf=0.0022, loss=0.3965]
[Train]:  96%|█████████▌| 529/553 [01:57<00:05,  4.58it/s, ce=0.3952, gf=0.0022, loss=0.3963]
[Train]:  96%|█████████▌| 530/553 [01:57<00:05,  4.49it/s, ce=0.3952, gf=0.0022, loss=0.3963]
[Train]:  96%|█████████▌| 530/553 [01:57<00:05,  4.49it/s, ce=0.3950, gf=0.0022, loss=0.3960]
[Train]:  96%|█████████▌| 531/553 [01:57<00:04,  4.59it/s, ce=0.3950, gf=0.0022, loss=0.3960]
[Train]:  96%|█████████▌| 531/553 [01:57<00:04,  4.59it/s, ce=0.3944, gf=0.0021, loss=0.3955]
[Train]:  96%|█████████▌| 532/553 [01:57<00:04,  4.51it/s, ce=0.3944, gf=0.0021, loss=0.3955]
[Train]:  96%|█████████▌| 532/553 [01:58<00:04,  4.51it/s, ce=0.3943, gf=0.0021, loss=0.3953]
[Train]:  96%|█████████▋| 533/553 [01:58<00:04,  4.61it/s, ce=0.3943, gf=0.0021, loss=0.3953]
[Train]:  96%|█████████▋| 533/553 [01:58<00:04,  4.61it/s, ce=0.3938, gf=0.0021, loss=0.3949]
